Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
1db2a417-2b00-5977-87e4-290b37b07528,2021-03-18,,999-11-1926,,,,Maryland870,Lydia759,Herzog843,,,,asian,nonhispanic,F,Pittsfield  Massachusetts  US,280 Herzog Route,Weymouth,Massachusetts,Norfolk County,25021,02189,42.240375535580036,-70.89979205548477,10466.35,0.00,70157
4eb2cb9f-3dfa-5353-8b27-c239ca5caa0d,1986-04-01,2001-04-12,999-70-1325,,,,Dan465,Irwin931,Mohr916,,,,white,nonhispanic,M,Groveland  Massachusetts  US,1085 Halvorson Gardens Suite 67,West Springfield,Massachusetts,Hampden County,25013,01089,42.15609451349178,-72.6197025125392,41094.52,31089.79,107287
922c6e11-d124-5c2b-4253-1ef9e8c9b5f7,1958-01-28,,999-38-5830,S99912610,X79889533X,Mr.,Lester513,,Hyatt152,,,M,white,nonhispanic,M,Mashpee  Massachusetts  US,170 Goyette Village,Groton,Massachusetts,Middlesex County,25017,01450,42.6567255121254,-71.55683452804237,244365.77,158184.28,160814
2276cea0-1f44-bed6-efe7-99df9512b41b,1975-09-12,,999-55-8169,S99927111,X81978544X,Ms.,Nichelle912,Leonia336,McCullough561,,,S,white,nonhispanic,F,Peabody  Massachusetts  US,1010 Stracke Overpass Unit 67,Dudley,Massachusetts,Worcester County,,00000,42.0948988208794,-71.92396664604503,603459.66,816216.32,38800
332a02a0-f07e-5dbe-1775-ed96e507eabc,1936-10-17,,999-11-2250,S99953497,X78754240X,Mrs.,Breanne585,Margret280,Daniel959,,Simonis280,M,white,nonhispanic,F,Oxford  Massachusetts  US,273 Gibson Viaduct,Brockton,Massachusetts,Plymouth County,25023,02301,42.085608227539,-70.95944933160753,839794.01,305978.96,62653
0f264297-54c9-80a0-ad63-3f36b3b1b36a,2014-10-04,,999-27-4631,,,,Daryl568,Elwood28,Lang846,,,,white,nonhispanic,M,Boston  Massachusetts  US,771 Champlin Trafficway,Quincy,Massachusetts,Norfolk County,25021,02186,42.29265033165246,-71.03059853047225,2137.57,33900.43,16319
0af9d5c9-dd04-c7e1-4f61-db974376db32,1941-08-28,,999-27-9807,S99924597,X23287494X,Mr.,Gonzalo160,Clemente531,Nevárez403,,,D,white,hispanic,M,Caguas  Puerto Rico  PR,374 Marquardt Junction,Natick,Massachusetts,Middlesex County,,00000,42.25039257219823,-71.37495857190801,210116.07,258224.18,79748
d263ccfd-f254-3dfd-1d6c-27a3c8ddd329,1993-07-24,,999-67-9834,S99997928,X61369119X,Mrs.,Corazon138,Odell776,Stiedemann542,PhD,Anderson154,M,white,nonhispanic,F,Williamstown  Massachusetts  US,617 Wuckert Byway,South Amherst,Massachusetts,Hampshire County,,00000,42.323167632397464,-72.517260707932,11941.22,682698.42,17194
08a2f830-4404-0c07-2214-4bc5edc1e61d,1986-04-01,,999-72-9927,S99968898,X35510865X,Mr.,Monroe732,Jeramy610,Baumbach677,,,M,white,nonhispanic,M,Palmer  Massachusetts  US,1031 Barton Street Unit 8,West Springfield,Massachusetts,Hampden County,25013,01089,42.14081704172497,-72.68134895963796,99088.53,7792.15,107287
d1a80394-3ee3-4199-dd6a-f96aa6a242b8,1971-05-01,2026-02-28,999-75-3109,S99914047,X8485083X,Mr.,Emery884,Earnest658,Willms744,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,279 Ankunding Approach Apt 64,Boston,Massachusetts,Suffolk County,25025,02203,42.39981613931847,-71.07257880567296,585689.52,1451261.13,94457
b1e48ddf-45c0-c852-320b-5ca98ae708b2,2011-12-15,,999-82-9877,,,,Carli641,Lezlie553,Kovacek682,,,,white,nonhispanic,F,Chicopee  Massachusetts  US,529 Gibson Lane,Dover,Massachusetts,Norfolk County,25021,02030,42.187357754899985,-71.31570419906562,39835.78,150212.33,60967
c49744c0-b7b1-6c53-833d-387d32b082ac,1958-05-21,,999-35-2007,S99961834,X16175983X,Mr.,Clair921,Tyree261,Pagac496,,,M,white,hispanic,M,Waltham  Massachusetts  US,572 Ortiz Throughway Suite 80,Attleboro,Massachusetts,Bristol County,44007,02861,41.92033384152988,-71.3374300626488,230320.05,72429.66,41462
af3d400b-5b7f-f2ee-fe40-a3cc939bc05c,1949-09-19,,999-25-2366,S99920897,X2965974X,Mr.,Marcelo725,Barrett790,Wolf938,,,M,black,nonhispanic,M,Milford  Massachusetts  US,751 Osinski Union,Danvers,Massachusetts,Essex County,25009,01923,42.610898095973845,-71.01288558373687,189305.20,107259.46,90778
32e1fd8b-6176-dda1-c4e8-8c075bf13b9e,1985-06-13,,999-66-9066,S99963113,X35814638X,Mrs.,Gricelda41,Jolie499,Kuvalis369,,Greenholt190,D,white,nonhispanic,F,Longmeadow  Massachusetts  US,860 Considine Avenue Unit 78,Newton,Massachusetts,Middlesex County,25017,02467,42.34699161895163,-71.2302600944077,102103.84,997022.40,761016
6482cf19-e437-6174-8ba3-934b12d83123,2022-10-30,,999-11-1974,,,,Ernestine645,Bonny428,Cartwright189,,,,white,nonhispanic,F,Stoneham  Massachusetts  US,138 Reynolds Orchard Suite 14,Brockton,Massachusetts,Plymouth County,25023,02351,42.13939814721535,-70.99627515705998,13409.73,3335.71,62491
9b899ef1-e54c-c563-8bea-104a7f3bcb14,1966-12-08,,999-75-8532,S99924523,X20305505X,Mr.,José María211,Cristobal567,Acevedo301,,,D,white,hispanic,M,Carolina  Puerto Rico  PR,339 Monahan Pathway,Peabody,Massachusetts,Essex County,25009,01940,42.499088756071316,-71.08625062390168,104527.78,82891.14,82254
ee253e92-5d79-cbfd-88db-5637291265f5,1977-03-18,,999-81-4630,S99937600,X25427642X,Mrs.,Melonie209,Clementine778,Ryan260,,Ebert178,D,black,nonhispanic,F,Burlington  Massachusetts  US,729 Bernier Way,Wareham,Massachusetts,Plymouth County,,00000,41.761749689388516,-70.66296664809053,211750.07,1005836.27,32012
ac7eac40-fc66-6e62-83b8-85f53650c03b,2005-09-22,,999-35-1952,S99954153,X38798870X,Ms.,Johnnie679,Keri25,Mills423,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,595 Smith Mall Unit 88,Westminster,Massachusetts,Worcester County,,00000,42.525910113931765,-71.91825184871713,198608.92,1382.96,74833
f1e50d06-074b-f4a8-6201-528749172535,2009-04-06,,999-12-1578,S99964750,,,Jami235,Piedad413,Jaskolski867,,,,white,nonhispanic,F,Leominster  Massachusetts  US,252 Swift Bridge Suite 71,Worcester,Massachusetts,Worcester County,25027,01608,42.29993856440534,-71.7394422823036,89228.50,559850.97,69347
24339b9a-383d-979b-eb56-1971509ba261,1977-07-21,,999-79-1520,S99963375,X88597911X,Mr.,Rodney21,Dusty207,Boehm581,,,M,white,nonhispanic,M,Gloucester  Massachusetts  US,1033 Weimann Ramp,Leominster,Massachusetts,Worcester County,25027,01453,42.541270114627814,-71.78190629731971,50028.86,53598.23,25332
b8b1b6be-38c2-a383-f340-d174ce3f8d9f,2007-08-04,,999-75-5781,S99912344,,Mr.,Rashad361,Rupert654,Leannon79,,,,black,nonhispanic,M,Boston  Massachusetts  US,953 Carroll Byway Apt 38,Concord,Massachusetts,Middlesex County,,00000,42.47454836535984,-71.35632020167992,6400.20,653136.96,12747
9f7b6d1d-36f8-d78b-f6e8-a98e00a1989b,2025-03-20,,999-95-3812,,,,Bert917,Brendon298,Hagenes547,,,,white,nonhispanic,M,Boston  Massachusetts  US,611 Boehm Dale Suite 33,Amesbury,Massachusetts,Essex County,25009,01913,42.83634714289069,-70.95671300946142,2255.43,3189.72,35665
342f7a2a-4f4b-7dda-3582-a0902780b184,1970-09-24,,999-80-8831,S99972497,X44894503X,Mrs.,Debroah867,Sheena120,Kirlin939,,Breitenberg711,M,white,nonhispanic,F,Littleton  Massachusetts  US,690 Rowe Branch,Milford,Massachusetts,Worcester County,25027,01757,42.16527560907773,-71.47264050710844,620044.76,245120.86,110384
c26ed9b8-e872-2ea9-64fc-afd2687ecc46,1979-09-11,,999-96-1070,S99993615,X31646406X,Mr.,Coy949,Marvin195,Purdy2,,,M,white,nonhispanic,M,Franklin  Massachusetts  US,756 Kessler Bypass,Plymouth,Massachusetts,Plymouth County,25023,02360,41.88293941591135,-70.67935607719704,10587.12,125914.77,21139
4e33001b-7ad5-ac3c-8a9a-ecaa67417ef3,2013-04-13,,999-85-4589,,,,Harriett813,,Quigley282,,,,white,nonhispanic,F,Woburn  Massachusetts  US,596 O'Connell Tunnel Apt 18,Millis,Massachusetts,Norfolk County,,00000,42.125252299503885,-71.38794122353063,2390.56,61429.48,2703
55ebf704-d6f1-40b3-273a-776992df3fb4,1960-01-06,,999-54-3238,S99911789,X11204125X,Mrs.,Lin401,Leigha840,Friesen796,,Gislason620,M,white,nonhispanic,F,Uxbridge  Massachusetts  US,526 Pfannerstill Rue Unit 30,Holyoke,Massachusetts,Hampden County,25013,01040,42.236796004435504,-72.66180510608297,854437.01,690458.92,40208
0d69821d-e483-c4d9-4b50-4e103c83fcba,1971-05-01,,999-76-1462,S99921208,X63103581X,Mr.,Tyson541,Erick204,Hahn503,,,D,white,nonhispanic,M,Leominster  Massachusetts  US,209 Jerde Manor,Boston,Massachusetts,Suffolk County,25025,02136,42.3786519138669,-71.0548929889692,20572.17,710034.01,94457
f945a7f9-d942-7bd9-324f-f54550acc1d1,1983-04-04,,999-40-2252,S99953290,X9741783X,Mr.,Elmer371,,Stiedemann542,,,M,white,nonhispanic,M,Salem  Massachusetts  US,169 Predovic Bridge,Amherst,Massachusetts,Hampshire County,,00000,42.34705629509785,-72.51844928736682,6849.30,77544.62,3879
0ec7c933-ad2f-820c-d68e-d12d4b19a10f,1993-11-30,,999-58-9438,S99961900,X39697159X,Mrs.,Delphine397,Josefa6,Hand679,,Dach178,M,white,nonhispanic,F,Gloucester  Massachusetts  US,327 Wuckert Bridge,Framingham,Massachusetts,Middlesex County,25017,01701,42.27286892705337,-71.43007453175896,180973.17,401616.91,149153
2455d74f-d000-dc19-6a8b-edf719427df8,2009-11-17,,999-83-7719,S99933912,,,Ignacio928,Ricardo560,Valentín837,,,,black,hispanic,M,Carolina  Puerto Rico  PR,531 Bartoletti Parade Suite 85,Boston,Massachusetts,Suffolk County,25025,02215,42.34048809299285,-71.13584093464281,109507.51,444360.91,127391
e6d053e9-9e79-43fc-e087-9be7c3d16cc5,1982-08-16,,999-24-8271,S99965119,X51232822X,Mrs.,Shelley12,Merlene950,Predovic534,,Mann644,M,white,nonhispanic,F,Wellesley  Massachusetts  US,1058 Huels Passage Apt 99,Marlborough,Massachusetts,Middlesex County,25017,01752,42.3316269133427,-71.52692949808495,413213.01,530136.59,52066
ff0e56bb-91d1-d46f-c5be-f8617329cdab,2018-09-23,,999-58-9876,,,,Ethan766,Bernard308,Stroman228,,,,white,nonhispanic,M,Canton  Massachusetts  US,342 Kihn Crossing,East Pepperell,Massachusetts,Middlesex County,,00000,42.617433279214524,-71.51478924331812,23226.07,19455.91,135492
cf28d17a-5299-2bdc-23f0-e35daff8da46,1959-07-08,,999-56-3364,S99916466,X11132634X,Mr.,Vicente970,Andreas188,Smitham825,,,D,asian,nonhispanic,M,Sheffield  Massachusetts  US,896 Stokes Divide Unit 54,Needham,Massachusetts,Norfolk County,25021,02492,42.34538446300083,-71.27819874901276,206846.20,96569.72,85560
9426fbe1-ecde-8a15-8187-7dd5482817eb,1974-06-24,,999-27-4377,S99951189,X43421800X,Mrs.,Suzi977,Joette227,Mayer370,,Beahan375,M,native,nonhispanic,F,Boston  Massachusetts  US,659 Hamill Harbor Apt 80,Burlington,Massachusetts,Middlesex County,25017,01730,42.4549649069054,-71.16205616914691,314281.85,249031.64,120091
7ab9637c-4222-5a5d-5601-1da2922230db,2004-01-30,,999-16-7079,S99960077,X3557314X,Ms.,Margart214,,Pacocha935,,,,white,nonhispanic,F,Falmouth  Massachusetts  US,381 Wisoky Haven,Sturbridge,Massachusetts,Worcester County,25027,01566,42.12361395078927,-71.97121323148895,116292.06,609583.12,158247
fc303e20-5b7e-dce7-92ba-a0f59167e8a0,1996-12-22,,999-93-9340,S99910521,X59696403X,Mr.,Danial835,,Thompson596,,,M,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,706 Sporer Branch,Bellingham,Massachusetts,Norfolk County,25021,02019,42.0343963478633,-71.47959083912824,80746.55,760617.45,186290
9eb5148a-c304-6c03-672d-1f488eaf8bee,1962-09-26,,999-32-3541,S99967120,X37204691X,Mr.,Mario764,Edgardo196,Reinger292,,,M,white,nonhispanic,M,Harwich  Massachusetts  US,123 Marquardt Ramp Suite 22,Greenfield,Massachusetts,Franklin County,25011,01301,42.661113884550765,-72.64693488033232,17286.86,783521.01,13171
c52deb0b-fcf4-a962-9295-0ff1b8f8640e,2009-11-17,,999-60-6600,S99930856,,,Tianna963,,Ullrich385,,,,white,nonhispanic,F,Plymouth  Massachusetts  US,982 Borer Heights Unit 1,Cambridge,Massachusetts,Middlesex County,25017,02139,42.40998194972367,-71.09708520121993,3217.49,67080.49,3756
092e0d2a-1c2d-4902-2036-4db8e093d7c7,1957-12-06,,999-38-6058,S99926946,X75017718X,Mr.,Rickie717,,Johns824,,,S,white,hispanic,M,West Yarmouth  Massachusetts  US,421 Sipes Spur,Gloucester,Massachusetts,Essex County,25009,01930,42.63502392576576,-70.66066376996072,223901.64,93550.54,46559
6fc6c574-bcbb-f930-f79e-13f883015a63,1966-04-11,,999-44-8884,S99988113,X72918867X,Mr.,Judson999,Jason347,Kub800,,,M,white,nonhispanic,M,Uxbridge  Massachusetts  US,590 Morar Crossroad Unit 53,Fall River,Massachusetts,Bristol County,25005,02724,41.69013250895645,-71.16454712938429,23250.82,456187.83,18248
4f4aa8e6-faba-4282-e6d5-de0f757c40c2,2007-09-10,,999-65-7095,S99998929,,Ms.,Martin117,,Kovacek682,,,,white,nonhispanic,F,Somerville  Massachusetts  US,620 McKenzie Vista,Cambridge,Massachusetts,Middlesex County,25017,02138,42.35575847469412,-71.08993219404238,4437.58,224144.18,9816
95bc020b-4314-18a3-5ae5-a3c183b2e2a2,1955-06-21,,999-23-7292,S99912006,X72765579X,Mr.,Julius90,,Runte676,,,D,white,nonhispanic,M,Barnstable  Massachusetts  US,936 Corkery Walk,Amherst,Massachusetts,Hampshire County,,00000,42.38661284686866,-72.49138582946212,22906.10,465526.66,6914
ec7525c4-5697-3e9b-64f5-9aaf7c348faf,2007-05-14,,999-24-6909,S99937320,,Ms.,Delaine470,,Beahan375,,,,white,nonhispanic,F,Webster  Massachusetts  US,165 Miller Tunnel,Saugus,Massachusetts,Essex County,25009,01906,42.49128554558239,-71.025820822191,54685.10,24579.73,38934
6c1d788c-8129-2e88-96fc-629684ad9c10,2004-05-13,,999-41-4398,S99937315,X83364067X,Mr.,Emile522,,Heaney114,,,,white,nonhispanic,M,Bridgewater  Massachusetts  US,521 Flatley Station,Franklin,Massachusetts,Norfolk County,25021,02038,42.074813918684946,-71.42746752988127,33166.10,2808.62,190455
30f8bbcb-11e2-612e-8834-3e8b40393839,2015-10-09,,999-11-4230,,,,Jesenia223,Daphine453,Little434,,,,white,nonhispanic,F,Winchester  Massachusetts  US,375 Borer Crossing,Worcester,Massachusetts,Worcester County,25027,01606,42.33650342597074,-71.7788640137989,30554.08,2319.41,79946
366f271f-dcf6-da6a-de1e-081ce8a1eb35,1920-01-27,2004-01-21,999-96-3680,S99967081,X73861745X,Mr.,Alex454,,Lesch175,,,D,white,hispanic,M,Ashland  Massachusetts  US,335 Vandervort Lodge,Springfield,Massachusetts,Hampden County,25013,01199,42.08150515835086,-72.54285516587244,117271.43,268202.82,49844
82bc7ec4-fe2a-18f8-1456-ce04656cc76a,2008-06-08,,999-47-1554,S99962750,,,Alice368,Jone716,Rosenbaum794,,,,white,nonhispanic,F,Alford  Massachusetts  US,507 Leffler Way,Easthampton,Massachusetts,Hampshire County,25015,01027,42.223436830814755,-72.7101624591677,58132.26,18634.09,56340
45dd2c6f-7e1b-3ebd-7320-3e6dd466a6fc,1964-03-14,,999-14-1315,S99936136,X10414001X,Ms.,Rosita520,Audrey678,Kiehn525,,,S,white,nonhispanic,F,Everett  Massachusetts  US,292 DuBuque Port Unit 77,Greenfield,Massachusetts,Franklin County,25011,01301,42.59352749583751,-72.56216089282795,276529.72,808000.39,123012
c9d429ab-ac42-5ac3-12f1-6df4d3e8ccb2,1990-01-05,,999-92-8040,S99945337,X65342435X,Mr.,Erwin847,Mary779,Lang846,,,M,white,nonhispanic,M,Marlborough  Massachusetts  US,551 Walker Trail Suite 29,Stoughton,Massachusetts,Norfolk County,,00000,42.095114947626726,-71.13713412068277,84560.71,6033.32,127108
e7b0b49d-0f95-1549-38ef-b25cbe0fc7a7,1975-07-06,,999-71-7496,S99967108,X3279860X,Mr.,Dean966,Oswaldo857,Hammes673,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,215 Schulist Road Suite 69,New Bedford,Massachusetts,Bristol County,25005,02748,41.7414108746531,-70.98744587734204,117110.61,38768.01,143282
16ff4cbc-a918-7a49-6f32-4fcc9f604671,2008-08-20,,999-29-1016,S99930960,,,Jocelyn538,Anita473,Roberts511,,,,white,nonhispanic,F,Millis-Clicquot  Massachusetts  US,522 Carroll Avenue Apt 61,Bolton,Massachusetts,Worcester County,,00000,42.43710729620204,-71.57422174421603,56046.42,10042.47,117361
312bf157-bb75-6340-0831-61445344b251,1923-01-13,2015-10-30,999-75-7301,S99993650,X9713868X,Mrs.,Felicita351,Kelle203,Goyette777,,Weimann465,M,white,nonhispanic,F,Framingham  Massachusetts  US,1076 Orn Arcade,Harwich,Massachusetts,Barnstable County,,00000,41.71877094997393,-70.08973383764359,573651.26,1429608.72,50440
dc142813-b97d-5786-a113-95d59a3e10bc,1920-01-27,1944-06-07,999-74-2508,S99954475,X76664778X,Mr.,Everette494,Miquel905,Hyatt152,,,,white,hispanic,M,Framingham  Massachusetts  US,543 Johnston Divide Suite 43,Springfield,Massachusetts,Hampden County,25013,01020,42.133352911264346,-72.4972686733442,46594.01,111538.29,49844
65059dd6-9f87-1706-6f70-dc6a2c06fb1a,1992-06-30,,999-68-9380,S99978223,X46931118X,Mr.,Quintin944,Terry864,Jones311,,,M,white,nonhispanic,M,East Harwich  Massachusetts  US,693 Wisozk Ferry,Peabody,Massachusetts,Essex County,25009,01940,42.583682578489274,-70.96238563753985,7129.30,85565.69,20911
d94c11c0-1e92-6631-ad8b-9c59e3e05e84,2018-02-13,,999-59-7388,,,,Lacy523,Velma961,Ankunding277,,,,white,nonhispanic,F,Newton  Massachusetts  US,193 Jacobson Branch,Worcester,Massachusetts,Worcester County,25027,01607,42.39592495500144,-71.73719709786064,16411.29,8626.72,54196
ab192020-d907-a8be-dd52-41b1eaa0a420,1952-05-18,,999-29-5187,S99954289,X42581750X,Ms.,Nita296,Carmel816,Terry864,,,S,white,nonhispanic,F,Melrose  Massachusetts  US,338 Wilderman Gateway Apt 96,Lowell,Massachusetts,Middlesex County,25017,01851,42.65368545922124,-71.29040669440244,382800.90,49925.02,71016
d3619922-8874-ad5f-9ac3-499b11ee3d11,1972-03-05,,999-30-1967,S99991049,X16893971X,Mr.,Tanner110,Dustin31,Schaden604,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1084 McDermott Quay Unit 43,Boston,Massachusetts,Suffolk County,25025,02121,42.36654777364089,-71.16517042942802,9042.42,102255.63,19627
979468b5-3fe6-a0d1-b7c0-bb3085cb8f73,1958-02-27,,999-90-8146,S99979699,X6392745X,Ms.,David908,Rosetta750,Dicki44,,,S,white,nonhispanic,F,Sandwich  Massachusetts  US,533 Rosenbaum Club Apt 23,Fairhaven,Massachusetts,Bristol County,,00000,41.61186882827033,-70.90993732448118,504389.40,2109551.30,129253
13961b74-c4c2-a3c0-a6ac-3f8b2e843b32,1989-09-08,,999-85-4778,S99985339,X58401837X,Mr.,Amado512,,Rutherford999,,,M,black,hispanic,M,Amesbury  Massachusetts  US,526 Friesen Boulevard,Boston,Massachusetts,Suffolk County,25025,02116,42.39360196828334,-71.13547485488012,5924.17,52536.78,7036
54c8cf8b-89ba-5c3d-08b5-c257a27efa5d,1974-01-07,,999-53-2662,S99967255,X49767072X,Mrs.,Nidia145,Stefania815,Baumbach677,,Koepp521,M,white,nonhispanic,F,Newton  Massachusetts  US,942 Kertzmann Green Apt 40,Methuen,Massachusetts,Essex County,25009,01844,42.69683892883301,-71.13040557260629,912522.28,697092.43,116057
1df8c88e-b547-ca56-1b87-c065350cce7e,2024-03-31,,999-39-9205,,,,Talitha643,Clemmie560,Auer97,,,,white,nonhispanic,F,Pepperell  Massachusetts  US,997 Rippin Terrace,East Bridgewater,Massachusetts,Plymouth County,,00000,42.02636421246404,-70.92680020379696,7886.08,0.00,71354
99b75705-36d6-2ea6-0e1f-a6ab102814b0,1989-02-23,,999-57-4879,S99910388,X89351028X,Mrs.,Evonne919,Whitney250,Doyle959,,Haag279,M,white,nonhispanic,F,Leominster  Massachusetts  US,372 Lubowitz Trailer Unit 39,Lowell,Massachusetts,Middlesex County,25017,01851,42.639131680488475,-71.34503407794185,209364.92,441566.44,140737
d3205bf1-e34d-0e84-a71a-ec5075fcce15,1920-01-27,1984-01-07,999-85-9143,S99922996,X86100619X,Mr.,Jacinto644,,Lemke654,,,D,white,hispanic,M,Westborough  Massachusetts  US,1051 Weber Skyway,Springfield,Massachusetts,Hampden County,25013,01103,42.12354216898876,-72.60876680391279,158684.07,16116.94,49844
6e701912-f09b-3a66-351c-cbd6040f5c04,1947-03-04,,999-48-4563,S99995421,X77761737X,Mr.,Rosario163,,Gerlach374,,,M,white,nonhispanic,M,Hull  Massachusetts  US,1063 Kohler Hollow Unit 98,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.457999123416776,-73.24174974172149,301721.80,367697.24,178923
ece15bae-8413-60a1-5013-64ab783daef1,1986-11-29,,999-79-4134,S99964403,X42838124X,Mr.,Grady603,Ivory697,Beahan375,,,S,white,nonhispanic,M,Ipswich  Massachusetts  US,599 Schuppe Neck Unit 32,Lincoln,Massachusetts,Middlesex County,,00000,42.4243997418573,-71.34284715689056,70196.44,0.00,77684
55dbbafc-4360-d179-1197-f97a15810ad9,2000-01-19,,999-63-1914,S99972439,X6037377X,Mr.,Herbert830,Josue598,Kerluke267,,,,white,nonhispanic,M,Middleton  Massachusetts  US,106 Bruen Run,Lynn,Massachusetts,Essex County,25009,01905,42.41789055266317,-70.9436926201158,167990.83,0.00,95552
5f3d3726-2caf-ac7b-ba60-2a6599dc99c5,1978-12-31,,999-12-8811,S99919539,X52627564X,Mrs.,Crissy767,Natasha268,Beier427,,Mante251,M,asian,nonhispanic,F,Hardwick  Massachusetts  US,152 Bartoletti Village,Boston,Massachusetts,Suffolk County,25025,02203,42.360387384090586,-71.07279685541477,12242.92,331070.64,13147
ed12d3bd-8afe-7aa6-47db-c34cf479753f,1957-07-25,,999-14-9215,S99954992,X82849601X,Ms.,Freddie621,Yoshiko258,Russel238,,,S,white,nonhispanic,F,Chicopee  Massachusetts  US,923 Ryan Byway Apt 96,Tewksbury,Massachusetts,Middlesex County,,00000,42.6298294722133,-71.18482610764067,14914.77,632914.37,13317
fcf27f56-c958-b228-c9f0-c1976fe71ef7,1963-08-30,,999-62-2821,S99968096,X73910639X,Mr.,Harrison106,Levi940,Price929,,,M,asian,nonhispanic,M,Salisbury  Massachusetts  US,792 Stehr Brook Apt 1,Somerville,Massachusetts,Middlesex County,25017,02140,42.44059418893658,-71.14096785755216,110062.97,163193.45,139130
39ad0d33-f868-0b37-9e45-fd58495085dd,1923-01-13,,999-88-2212,S99995767,X83289352X,Mrs.,Melina208,,Schamberger479,,Lemke654,M,white,nonhispanic,F,Franklin  Massachusetts  US,529 Hauck Wall Suite 71,Harwich,Massachusetts,Barnstable County,,00000,41.681395381294486,-70.08994804004075,1294479.61,1049318.82,50440
4f7fc0b5-d851-2bfc-71c0-362d27d3baf4,1971-03-13,,999-52-1977,S99911205,X43825103X,Mr.,Herschel574,,Spencer878,,,M,white,nonhispanic,M,Bedford  Massachusetts  US,613 West Heights Unit 36,West Wareham,Massachusetts,Plymouth County,25023,02576,41.73973894371441,-70.74581936075951,148588.58,32275.26,36241
987fbc9c-3112-426e-9aa5-ce8171ade78a,1971-10-29,,999-56-6973,S99914415,X22662797X,Mr.,Lucas404,Rafael239,Sierra982,,,M,white,hispanic,M,San Jose  San Jose  CR,459 Swift Junction Apt 89,Springfield,Massachusetts,Hampden County,25013,01013,42.129616632166275,-72.6253327658242,8613.30,151176.04,10772
b36dac45-f229-e7a8-2d7e-da5225ffa820,1935-09-04,,999-82-2076,S99987515,X10833112X,Mr.,Samuel331,Houston994,Jacobs452,,,S,white,nonhispanic,M,Boston  Massachusetts  US,317 Wilkinson Landing,Norwell,Massachusetts,Plymouth County,,00000,42.212944004855835,-70.81092113082697,320879.10,361296.99,110498
19d74e47-6813-f863-2925-e4f5892d7c32,1973-08-27,,999-33-7099,S99984517,X43359467X,Mrs.,Luisa710,Mayte822,Dueñas839,,Benavides239,M,white,hispanic,F,Carolina  Puerto Rico  PR,1002 Crist Crossroad Suite 19,Lynn,Massachusetts,Essex County,25009,01901,42.57373547615394,-71.05169742943178,366183.98,1108660.28,137751
b05f4d71-8f9f-3f53-a223-50fec2e65721,2002-01-10,,999-34-6090,S99995839,X11992230X,Ms.,Denise470,Eliz744,Metz686,,,,black,nonhispanic,F,North Attleborough  Massachusetts  US,579 Mitchell Run Suite 9,Rockland,Massachusetts,Plymouth County,,00000,42.11519136775001,-70.87986586808505,270762.47,14255.82,106435
c7ed51d4-f953-0fc7-9f82-8e9418d460a8,2002-12-06,,999-56-7128,S99977879,X42429546X,Mr.,Marlon619,Fredrick998,Klocko335,,,,white,nonhispanic,M,Winchester  Massachusetts  US,893 Reichel Junction Suite 64,Reading,Massachusetts,Middlesex County,25017,01867,42.50170646298545,-71.15478865040396,62439.41,1993.60,62633
c8ccf5f6-0688-e0a1-6adc-c20a4ffb572d,1980-09-29,,999-32-4572,S99995213,X38951894X,Mrs.,Hiedi833,Jeanne553,Schimmel440,,Witting912,M,black,nonhispanic,F,Ludlow  Massachusetts  US,560 Macejkovic Branch,Carver,Massachusetts,Plymouth County,,00000,41.87768650832933,-70.71279865850369,71417.22,479077.82,59454
3c7e3cdc-bad6-e97e-3bad-be88c66e5967,1993-05-10,,999-25-3644,S99948032,X23693806X,Mr.,Bud153,,Kuhlman484,,,M,asian,nonhispanic,M,Hyderabad  Andhra Pradesh  IN,808 Gerlach Arcade,Bellingham,Massachusetts,Norfolk County,25021,02019,42.05905964202432,-71.46667248672902,88938.97,96177.88,777384
53a0785b-2eaa-32af-626a-1e73a8760ebf,1970-02-06,,999-66-4796,S99989925,X67436518X,Mr.,Adolfo777,Dino214,Anderson154,,,S,white,hispanic,M,Fitchburg  Massachusetts  US,106 Kulas Course,Peabody,Massachusetts,Essex County,25009,01940,42.58188723533869,-71.01956203017093,11041.36,185967.64,20874
dd3603e1-08d6-8a9e-021f-7a44455d00bf,2022-05-19,,999-42-7413,,,,Lindsey52,Theresa98,Jacobson885,,,,white,nonhispanic,F,Springfield  Massachusetts  US,618 Cassin Landing Suite 82,Marlborough,Massachusetts,Middlesex County,25017,01752,42.379994707729395,-71.54704906763591,17821.40,1418.54,78456
